Command,Battery Consumption (%)
takeoff,4
left,1.0954282017116606
cw,1.3831100079874457
left,0.9255131455784106
ccw,1.6462003359447897
forward,0.8281481654565335
back,0.9655585565289724
cw,1.6606525950711148
left,0.9692973642298361
flip,2.348121834702697
back,0.815905853541729
right,0.939171897522767
right,0.9704545065021429
left,0.8860349232725576
cw,1.4475709393754206
back,0.9146868229393154
right,0.8653981645783131
back,1.0508483364061687
back,0.8182503964690887
ccw,1.4500142907472955
cw,1.4417325535417227
flip,1.8306966819242165
down,1.0912958556110788
cw,1.6418141824314814
left,1.121159252743176
forward,1.136987134706878
back,1.1594346155515274
forward,0.805967866459173
flip,1.8705360613091866
down,1.0226255563713669
cw,1.4162966311434357
cw,1.5528253008008939
flip,2.341898392316578
down,1.1919013571331327
forward,0.9952403324553537
back,1.1711770377668846
ccw,1.6056584247900758
forward,1.1140237970535507
forward,0.8333788657086945
down,1.1004039221891453
down,1.1828065908872811
ccw,1.6908047232481729
back,1.0252786868548482
cw,1.543968631251744
back,0.9366139034939064
flip,2.189109313139403
down,1.1253020535136062
ccw,1.3558751569459846
right,1.0844882632797557
right,1.0696498905359428
left,0.8651393696639461
back,1.0828307909291919
left,0.8481790326266521
back,1.0944647176673852
right,1.148048600803118
back,0.9337324732199549
flip,1.809806982121215
right,0.9517437216689509
right,1.0008574123978418
forward,0.858562940290967
forward,0.9528394589186583
forward,1.1442066369577282
forward,0.980790388717802
back,1.0212918033754723
left,1.1234115623076475
cw,1.4279446665729638
right,1.0250342228290201
right,1.031638533793771
right,0.8974620163976168
ccw,1.6078327956067917
forward,1.1358980210585272
ccw,1.3081310818484413
cw,1.4032871847270576
flip,2.3989114081610747
down,1.250634428393344
left,1.1110492999191208
ccw,1.653505356701323
left,0.8686149891412202
cw,1.4297281099195687
down,1.0069231268276155
forward,0.9023719771764322
cw,1.477813086155003
land,3
