Command,Battery Consumption (%)
takeoff,4
left,0.8712347095551516
cw,1.6790118901473399
right,0.8468100122771
forward,1.0213698318425943
right,1.0201957227983387
flip,1.5154469348395077
cw,1.4877980783516276
flip,2.060931502681159
down,1.303031706004777
down,1.039693268798212
down,1.0345519871818865
forward,1.0501437832732912
back,0.8075770629299731
forward,0.8707946465409758
left,1.0421616103484044
cw,1.6105279073565317
forward,0.8478797616096014
cw,1.4190821349625342
cw,1.522838782778593
ccw,1.5064761142061134
flip,1.6425319191252374
right,1.18594130672869
forward,0.8740679375421421
forward,1.0533071720053702
flip,2.2099733750146924
left,0.9100652806174465
forward,0.8231072250992616
back,1.13037657429575
right,1.0003087836802895
back,1.1445102047657651
flip,1.7661893650532714
forward,1.0253363331238432
flip,1.8601681794621707
cw,1.6803993512059212
flip,1.8195658824795875
ccw,1.4603321145939478
flip,2.407038369281982
left,1.042004755032812
cw,1.6326343380393056
down,1.2809392739539045
back,1.195984126095158
left,0.8886425627268805
ccw,1.5637239406397316
down,1.078024140462494
right,0.8844075360940397
down,1.336374658218649
down,1.0257278078506213
flip,1.7131729958539017
cw,1.5629994917019139
back,0.9350998833217354
left,1.1370911260676582
down,1.2681583652008814
forward,1.174513066392113
down,1.3236146751676838
cw,1.4875062723578218
down,1.3737269447923222
flip,1.8304097490786722
ccw,1.6549778807066635
forward,1.1468174124032662
cw,1.5473931852006375
down,1.258449532924623
forward,1.103194161714381
cw,1.5639333974793734
ccw,1.53634209722345
ccw,1.6030774908272556
right,0.9207100146019844
right,0.8594657257966932
forward,0.925708687467238
ccw,1.4555033219915576
right,1.155326014109656
ccw,1.4656736133314063
back,1.0950329605153144
flip,1.8889175878792315
right,0.8109501483959064
cw,1.437329407260629
right,0.8489852921738317
forward,0.9975307182489531
land,2
