Command,Battery Consumption (%)
takeoff,4
left,1.0222006000594974
ccw,1.5511901284483196
ccw,1.6098985537506572
down,1.3927761130225984
left,0.8049048569508904
right,1.001979197690098
right,1.0679448552070558
cw,1.6638854579258016
ccw,1.6927075494125385
right,1.0397234337735086
back,0.9387245722752269
cw,1.3405128640544357
left,0.889532394168631
back,0.8559966692482611
left,1.131733618734356
down,1.3148530125702305
flip,1.5838458959795356
back,1.0402448783099174
down,1.0154631028122842
cw,1.471218282060177
cw,1.6282160537118393
ccw,1.6745037167681436
flip,1.792014026690988
left,0.9060828048466403
back,0.8580042091616041
down,1.2607414812145967
cw,1.674326350980772
ccw,1.5257575705852997
cw,1.524686550227707
forward,1.042279724587567
left,0.8045691636194365
cw,1.3431369794022106
right,0.9062582501110017
back,0.943798630217417
cw,1.5211202328748776
back,1.0675519004944551
back,1.011258084503625
left,0.9501270525762422
left,0.9659408880184552
left,0.8890312855153234
forward,0.93117935448333
cw,1.6202390322047107
back,1.0200456758234921
left,1.076336165324642
flip,1.5466063084050843
forward,1.1846513256160762
down,1.3550697728279295
left,0.8001873616885138
flip,2.201139324419662
back,0.8965089464132127
ccw,1.6031832820693714
back,0.92355953248436
back,0.9393792589862408
down,1.2798139007121447
left,0.9437529392769993
down,1.2487244581193
forward,0.8120263497609517
flip,2.122494719609251
down,1.1151121866719649
right,0.9230948511679079
ccw,1.583231036782374
ccw,1.6473091182954787
flip,1.821886276540261
left,1.0274904310717201
right,0.8532954832960775
ccw,1.3318885212976743
forward,1.0995757541562026
cw,1.6727834308323322
right,0.83433697840725
right,1.0524740699547972
left,0.9686585277504155
ccw,1.683890734473684
left,1.0043694741613165
flip,2.291160682523962
forward,0.9891163403255291
flip,1.7802785490857296
cw,1.6223696266052028
right,1.0409765722779007
flip,1.9879273175307994
land,3
