Command,Battery Consumption (%)
takeoff,5
left,0.8585579700490753
cw,1.571010150939332
ccw,1.683246763610455
ccw,1.6832408789922835
back,0.9733113608444199
left,1.0575449438438904
down,1.0579807094783915
cw,1.6638160828019153
ccw,1.3374172399472435
flip,2.1850863356177816
flip,1.9487585119876325
cw,1.356277771425411
cw,1.4316168010659103
ccw,1.3148986818181485
left,0.934245784135463
forward,0.922727196111508
forward,0.9434334854552419
cw,1.4603807820383392
left,0.9543692711251989
back,1.07208703888535
forward,0.8644601298669252
back,0.9612596360650505
cw,1.581954295762893
cw,1.3965783344651075
flip,2.226213769200048
ccw,1.682978724380472
cw,1.6319237941576639
right,0.9146461402671263
flip,2.195951097663329
forward,1.1984838786282355
cw,1.6029698724895798
right,1.0790344241823902
down,1.2590746534176314
right,0.9061395708126226
left,1.1661447749564804
down,1.0393916909036345
left,1.1849304818006388
ccw,1.3937176027265785
right,0.8295867391066724
left,1.1447750480092052
back,1.0120758220624348
left,0.9254098816706179
cw,1.659623896026801
ccw,1.5065243797218146
left,1.0306252603419626
cw,1.5239449136051346
forward,0.9285437675682506
left,1.1070200947191216
cw,1.334393265035883
left,1.0585200426134564
flip,1.7397871935480653
ccw,1.6613335938742715
ccw,1.463193319506174
down,1.1961089261066935
cw,1.63457039426222
cw,1.4414458164244874
right,1.1577430615341182
ccw,1.4227224927447952
down,1.2872261966954193
back,1.1342169467950727
back,0.9157249804836615
down,1.1640240367060175
flip,1.9657342607716795
left,0.8752521361875116
flip,2.0680137619476437
back,0.8204008094937356
left,0.9056870167025711
cw,1.666885851918737
back,1.0698381325783548
flip,1.5566536843670566
right,0.9317656801970499
back,1.0498748767782036
down,1.3667715726662715
right,0.9613177263702934
forward,0.9054326893389121
down,1.307631330590181
ccw,1.5739859492236878
land,2
