Command,Battery Consumption (%)
takeoff,4
right,0.8687099539193541
forward,0.8063474300044411
ccw,1.3222041800941982
ccw,1.68310472376944
flip,2.210595457740137
right,0.9686371664250433
down,1.284079473779212
down,1.2811028762031254
right,1.133072351937581
right,1.1212555377652114
back,0.8492147065635199
flip,2.4716834885239125
cw,1.346415090291348
flip,2.3123881585717934
forward,1.0698450008529727
forward,0.8205117353494873
ccw,1.6642237068783254
back,1.0485765521972759
back,0.8003255057638299
flip,1.7214355004188224
left,1.1123385280978797
ccw,1.6612853803062504
left,0.9938873067598689
flip,1.8508378389545275
right,0.9354858571213772
back,1.105321549339109
forward,0.9093545265764033
back,1.0472879519694143
down,1.0025448714805156
flip,1.6721912918948183
left,0.9087252463715271
flip,2.2824046512930205
left,1.1209391055064755
left,1.0600653881878528
left,0.894681088609618
back,0.9005410698977736
left,1.1259797066113415
right,0.8454429037405491
cw,1.6612327754876794
cw,1.3886531244017155
cw,1.4391577773924853
cw,1.691694766771378
left,0.9730345938560698
flip,2.392537277542639
left,1.0456019605611189
back,1.0556570369459664
forward,0.951414255088054
down,1.2431046486891941
flip,2.4552840740393216
ccw,1.5126600792625788
cw,1.6427641797672496
back,1.0556212601581385
ccw,1.4928198790414404
cw,1.4261680961098375
left,1.1908476068062819
forward,1.1877402449623826
right,0.8973686187968456
left,1.1385759692179167
cw,1.581919954561263
ccw,1.3542060969950647
cw,1.6425750513880608
flip,2.3569799960190996
left,0.9736964965848636
back,0.8872630992649292
back,0.805977187051707
cw,1.3367075111120355
left,0.9373333233697994
down,1.0938849558061543
down,1.1373824269267288
left,1.0350037508318286
forward,0.9013994714599547
flip,2.0465387480972606
right,0.9129963091673213
back,1.101866320501732
right,1.0985055002124977
left,0.8941942518021976
ccw,1.6850200250408216
land,3
