Command,Battery Consumption (%)
takeoff,4
ccw,1.5883293256544218
forward,1.1018685953222145
flip,1.9054801662477114
back,0.8313059697945536
down,1.0129877237258484
right,0.9612366682105123
flip,1.9490292646600622
cw,1.4932928518522588
left,0.8364186725324773
back,0.8666940356026553
cw,1.3902401882594566
right,0.8357091982006322
flip,2.476956944863746
flip,1.5085293644456705
right,1.13473480957011
back,0.8270971306091722
back,1.1476973071094698
back,1.1481567289617216
flip,2.065632669165562
flip,2.0142439452945515
down,1.327158053398724
flip,2.1180957075420745
down,1.125585851522437
right,1.1306613196040143
right,0.9030370047255689
left,0.9437511899531061
cw,1.4090003141429028
down,1.042738459537258
flip,2.2663949651372937
ccw,1.4247925470372054
left,1.1492631100386133
forward,0.8307547583573461
back,1.148336256605157
cw,1.4016101443364548
forward,0.8550697567464414
left,0.8253346047153031
forward,0.9987383257038522
ccw,1.5674400417802083
right,0.8971768674737434
forward,0.8282836645909837
forward,1.1463916810987342
forward,0.91616351769257
cw,1.4728401483482048
flip,2.421906107956286
ccw,1.501616974196243
flip,1.6324133728540295
left,1.0958133658793914
ccw,1.663877066074904
left,0.9348466352482847
forward,0.8620396448866839
down,1.0532049414904905
left,0.9185334224858546
forward,0.8777997347526588
ccw,1.398884052919391
back,1.0002258225458778
ccw,1.450429050720736
flip,2.0424449847317816
flip,2.196255455209837
ccw,1.6859533165535163
right,0.9542799495716962
left,0.8739871689124243
flip,1.9371930512686335
down,1.1880653749457646
down,1.393764419277466
flip,2.145991636441611
ccw,1.439689794413325
forward,0.8023743239077851
ccw,1.538447190684845
cw,1.4434307466940608
left,1.1442689181068566
left,1.0352525335751657
ccw,1.3628513406837204
right,0.8426595072117009
back,1.1012746371306463
down,1.3158642967983492
ccw,1.6082644673257263
land,3
