Command,Battery Consumption (%)
takeoff,5
ccw,1.4749895611209143
left,0.958746575277011
ccw,1.4656398379790607
right,1.0485973982064425
flip,2.411718810203985
left,0.8552528697988728
right,0.8453611646788353
down,1.1431553676714854
right,1.0181791483911684
down,1.3419360394859066
back,1.1098795677670303
down,1.1906422659322342
ccw,1.3864313649339002
flip,1.8137830372986974
forward,1.0136813122084811
cw,1.471133891251099
cw,1.6027456031386613
ccw,1.5036167000018155
forward,0.8896854176114471
cw,1.63231539558286
ccw,1.679324216003846
ccw,1.5658893397617775
back,0.8801429803749145
ccw,1.542388089474096
forward,0.8809833569839608
left,0.9056583963930004
flip,2.2393868368299743
down,1.285559591421742
right,0.9303718895514443
cw,1.3508754032972603
forward,1.1413460561478965
cw,1.4946179498206333
left,0.8654065406631122
flip,1.6711497395720623
down,1.2690249253414596
flip,1.7765658340067145
down,1.1129115002795484
left,1.1470900109879834
down,1.0578048461353289
right,1.1838964032253219
down,1.366399685035442
left,1.134492752712768
down,1.375896567677269
right,1.0543998455087502
forward,0.8315381166413078
flip,2.4235594012417296
flip,2.2980637512055218
down,1.2682031745083957
left,0.8035660577028754
ccw,1.59583342449363
back,0.9175236110656797
down,1.2584998877148788
down,1.194624287344529
left,1.0778333800795106
ccw,1.4951375338128987
cw,1.6471518855632552
down,1.2752473620045637
left,1.0971322786184543
forward,1.0746179474678326
flip,2.2618401870148634
ccw,1.500467424140787
left,1.1297697675597198
left,1.0447032099279276
right,1.1394079849310585
cw,1.3439573933751885
forward,0.9485227999243944
back,0.9369085679589576
forward,1.182469485185396
cw,1.652745752306364
ccw,1.6977586550885526
ccw,1.537768930805525
cw,1.580677675302557
down,1.2665056902159026
flip,1.7433178560635612
right,1.1189784510717051
land,3
