Command,Battery Consumption (%)
takeoff,4
down,1.1251919396684196
forward,1.0691874419851193
forward,0.8580633241759563
ccw,1.3833585367866512
ccw,1.5603609033432613
left,1.1853085452819574
flip,2.107268864142758
down,1.208329399187456
right,0.8825447681398367
down,1.139056708142613
right,1.1491572023293664
right,0.9698866820974062
left,1.054509659783353
flip,2.2178898748140186
down,1.351501866830355
right,1.0836745148758968
flip,2.0414725138777308
back,1.0655037548221546
forward,1.14349584969299
left,1.1966150857396745
ccw,1.3167773426950515
forward,1.0475488675687648
right,1.019430008118497
back,0.8170314229914379
back,0.9126909707990173
down,1.3264837727346959
flip,2.1635427735970345
flip,2.2042032631654482
flip,1.752895915531756
right,0.9015105158360401
flip,1.5366292724789234
down,1.0742200452954824
flip,1.8518316108794957
cw,1.3168862895016036
forward,0.9211256881336756
flip,1.6353440900137912
flip,1.613624969138147
right,0.9191464948015311
ccw,1.5830519368195108
left,0.8595685098440355
ccw,1.333123761985979
back,1.1933980992025157
right,1.0965476652097907
forward,1.0837002319704685
flip,1.7201316634461006
back,1.0629641185547887
back,0.8502065912196108
down,1.14629693672475
cw,1.5162540467107217
right,1.1631663424982837
flip,2.152772712715247
back,0.9550921585210099
right,1.1627123622140851
flip,2.0110575033061
ccw,1.4101738848246044
right,1.0821351074992172
cw,1.4276758378351977
left,1.081410599951087
flip,1.512222478684993
flip,2.025805079973307
down,1.230068211431883
back,0.9032913943064551
left,0.8214343711500837
flip,2.00846497622236
down,1.0297862571807226
left,0.8819161427545668
left,0.807238276808597
right,1.00604423645903
down,1.1634401537412296
cw,1.5531027221450753
flip,1.9620949607277143
back,1.1735911002112864
right,0.8185823353332673
left,1.0400779773067679
ccw,1.5456703076408533
flip,1.880832340312298
land,2
