Command,Battery Consumption (%)
takeoff,4
down,1.0801789937069015
flip,2.08758020797396
left,0.993820445364973
back,1.057007801154798
back,0.9573999444115535
down,1.3429718580102992
forward,1.0931731056825156
back,1.045302541805452
cw,1.6823132017662636
ccw,1.5778251699445418
down,1.3722593962700813
flip,1.9198431541498513
flip,1.903277923038567
cw,1.3648246263605823
right,1.134023439967748
cw,1.538924164919046
back,0.9933600713723423
down,1.2630247253381122
down,1.1845603408877454
left,0.8066822332830119
right,0.8247300845490718
down,1.1229968488660056
back,1.0115443231442125
ccw,1.6910970456835401
left,0.8912227310172136
forward,1.1618078248577834
right,0.8759852124296013
left,0.9440204686469387
forward,1.1631904365998675
forward,0.8987859726909178
right,0.859688687136007
cw,1.6443524708722228
forward,0.8801499862023774
forward,1.0225878944849223
down,1.313207176936121
back,0.926187047388187
left,0.8814690380190917
cw,1.5717531611551816
left,0.8081939424640115
cw,1.4097089195770074
back,1.1544163800736924
left,0.8588971276881475
back,0.9420456938002625
forward,1.0880702373465345
back,1.0906044939822004
down,1.1227232110978926
cw,1.4577011875910144
left,0.9854926977785622
back,1.1283793463548495
cw,1.506005360926643
forward,1.0504558606724004
left,1.171056578007201
left,0.8119352963782835
down,1.1931241201889817
flip,1.6908516805695637
cw,1.409968980903956
back,1.0286142447314337
flip,1.8505462528268493
right,1.0786518568662813
back,0.8902603636751122
down,1.063446491197504
ccw,1.3595607326166392
down,1.2529138258009411
forward,1.073716451376302
back,1.1159461556935928
down,1.1226103574538462
forward,0.8167105724971345
right,1.027633632492157
left,1.162487335557525
back,0.9790973125785148
right,0.8130455037886534
ccw,1.5174009916858353
ccw,1.4718690014117755
back,1.1290646917465996
left,0.9835824822767159
down,1.0008595553142308
down,1.276126098143465
right,1.1727098258035162
right,1.0693346234907364
forward,0.803220147263438
flip,2.0053081665976196
flip,1.7289312137082335
right,0.9082917239934425
flip,2.4086662281797215
land,2
