Command,Battery Consumption (%)
takeoff,4
cw,1.5569447250242576
right,1.1496934012631996
right,1.149652801113882
ccw,1.5895467369364549
ccw,1.511504782918231
back,0.8788386921182668
flip,1.7617556370959893
back,1.0902259811332795
down,1.3484180537488963
forward,1.1308757778527312
forward,1.1499884079065346
flip,2.4343377379481272
right,0.9561417701027584
back,1.0607101942246704
back,0.8813489337264682
right,0.8614146130201022
right,0.8062637242296816
flip,2.1826420460841707
ccw,1.6703928334120035
right,1.0054162081358133
right,0.9353870068137009
right,0.9490617022954254
left,0.9272822433822441
forward,0.9135521871484262
cw,1.3928123109084962
flip,2.311385425259249
left,0.9195077058309106
right,1.1383286400904504
cw,1.4465974696154753
forward,1.0339688721941576
forward,1.1813856422748081
forward,0.898198153916835
back,1.048048716653524
ccw,1.3070375523539874
right,0.9366650634714015
cw,1.496544860276293
ccw,1.3478763649123748
ccw,1.598914365960328
down,1.2423846146031254
left,0.8495647560528801
right,1.166419087269595
back,0.9911605803884619
cw,1.3070788286951012
ccw,1.4701493015184839
down,1.2927438796389201
forward,1.1902731071120902
ccw,1.5858238570165173
cw,1.3840459177103694
left,1.1573207012722444
cw,1.6440536898103133
cw,1.632757089501281
forward,1.1859315044730572
back,0.942062445628346
ccw,1.4495200864920763
left,0.9536212820334488
ccw,1.4898518244420338
right,0.9431826654692406
right,0.8564103611738642
left,1.195217830973931
forward,0.9023031194150245
right,0.9358009431955463
cw,1.4925965508307364
flip,1.573324541614034
back,1.1192498332895822
down,1.3861561266197295
left,1.0675597232949183
cw,1.6889379567495717
down,1.2897618144056322
right,0.9463554835896948
forward,1.0831612992714554
left,0.8527721835685521
flip,1.8769257395535177
back,0.888074729448984
down,1.272762152743514
forward,1.0734679980698867
down,1.0306108789901811
cw,1.459825694377761
back,0.9899087962227633
flip,1.9440999147725
ccw,1.681087956489363
land,2
