Command,Battery Consumption (%)
takeoff,4
forward,0.9745102962595884
ccw,1.6935036838894097
back,0.8093444502171019
cw,1.3162002908184185
forward,1.1545862763028532
cw,1.611484016640397
down,1.375741605143197
flip,1.7009287104906679
left,0.8732184482793639
down,1.2538202831609677
down,1.3664636573215028
forward,0.9744808595527028
flip,1.723069465474615
right,0.8753498338936679
left,1.1113532217869604
back,0.8520823406581886
left,1.1474409724996755
cw,1.4581743093639494
flip,2.269530115022743
down,1.0314412404352657
back,1.0128183657644563
flip,2.2023452768666107
flip,2.163741463605729
flip,1.7791359133378206
flip,1.7368647330106517
back,1.0801148305001702
forward,1.1760784848051629
down,1.317206056447431
forward,1.0469399618206634
back,1.0303218067469277
flip,1.9354858356829747
back,0.8986438432637361
right,1.0733079414095374
left,0.9273668408378942
flip,2.373178878298752
right,1.1278069315308357
forward,1.1282257938984164
cw,1.4264708746642831
cw,1.4961342406911253
left,0.8423686124362746
left,1.003143344165991
cw,1.318291216967294
down,1.3061682234463237
cw,1.4143509477187497
forward,1.015341793203668
back,0.9509435631715581
cw,1.5329201237958208
right,1.0823963273586958
ccw,1.5481296789268715
left,0.8918775448086577
forward,1.128484511983316
down,1.0697070594239786
right,0.8394569146823607
forward,1.114508034373629
down,1.1008068607438743
right,0.8204536339545754
back,0.9675455069549164
flip,1.8571570332483653
back,1.1512102743149288
forward,0.8026502491181111
right,1.102775399962322
left,0.9381103922914636
right,0.8213862627679371
forward,1.0528766329941
right,1.1419962664000687
right,0.8005154919938892
forward,0.8044839751387026
left,0.8545508063864136
cw,1.3521714729176633
back,0.8621435629901776
back,1.045197026363248
back,0.9896541636603391
right,0.8006271751408863
down,1.2504969559991623
right,1.193212342425693
right,1.1399621573886045
ccw,1.530148135313813
flip,2.446422807555229
back,1.0779505863969088
right,0.9224378104947115
ccw,1.6036210431356963
land,3
