Command,Battery Consumption (%)
takeoff,4
flip,2.0760612054215772
cw,1.6081611640261715
left,0.9245853937447324
flip,2.3538555604905214
cw,1.3713883284379869
right,1.1151309515966497
left,1.0335908489463517
left,1.0888025258574396
cw,1.679201353254749
forward,0.8439467146640816
ccw,1.6365769743969825
ccw,1.6526152086179704
down,1.3906738472531401
back,0.9978112452154315
left,1.175435173693275
cw,1.641457351275719
right,0.9040423510133037
flip,1.805328184809126
left,0.8492219030702138
flip,1.6858122943972642
ccw,1.6155804421997286
down,1.2186533734838387
ccw,1.6994692422119675
back,0.8040661026526611
back,0.9264757191322253
right,0.9753552026842183
flip,2.235380602712268
left,0.929789578317658
down,1.204265216487931
flip,2.0311267545035627
ccw,1.5251071855844252
right,0.8156593442036602
right,0.9211929826027454
cw,1.5589265597851427
flip,1.613870899935173
cw,1.4652873406015918
down,1.3142744104493873
right,0.9565866086112234
back,0.9449473117567361
left,0.8277094769871307
ccw,1.3554225518063052
flip,1.5379508818158292
left,0.8933187091471034
cw,1.3410054318745992
right,1.1096347249252758
left,1.1308793856207873
cw,1.3716943843782647
down,1.140218505751257
left,1.062884308429308
flip,1.6802748539724885
left,1.1881907537930598
ccw,1.3572868534269382
left,1.0997987505433162
right,0.9140096483102512
down,1.0619260696635966
flip,2.35496010331607
ccw,1.356650188189099
left,1.16447977546977
cw,1.6469649555123764
cw,1.6236394923057664
cw,1.6262927199454342
right,1.1048147277019904
right,1.1426127838341753
back,1.154223829218599
forward,0.8912353247380379
ccw,1.347602630345776
left,1.0233360185221545
down,1.229523524781848
back,1.1825880138666012
cw,1.6371972833255213
ccw,1.582283480381626
cw,1.4000499247865357
forward,0.8235766653325113
ccw,1.442410468689449
ccw,1.5597914444128795
left,1.152115885976465
land,3
