Command,Battery Consumption (%)
takeoff,5
cw,1.5713077396765662
forward,0.932241074814036
down,1.1520763883127467
flip,1.874270525955287
right,1.1008043845090412
left,0.8379536873595514
flip,2.3858368173194533
cw,1.602901346304634
ccw,1.3049793629152093
flip,2.0735918320377196
down,1.3224690765315426
ccw,1.319956084624517
flip,2.245459552671524
down,1.2623207912403362
right,1.0810818437909755
back,0.8594171357420757
down,1.0494957112440058
back,1.1622797946515582
back,1.0167204854995393
forward,1.1842085552873525
down,1.1582429974096655
cw,1.4887899806214933
flip,2.4399541356625263
down,1.1027733462523654
flip,1.737060637500511
ccw,1.6798320766232862
back,1.1875171772664248
ccw,1.6434238120852553
flip,2.3569668930234107
back,0.8534110892264064
forward,1.1450503296904604
left,0.9501828196068783
left,0.8248695858968896
flip,1.659602077114027
left,1.0315176403863422
forward,0.8806035279562765
cw,1.4300917341119868
flip,1.6955598357316266
right,0.8425926043739608
back,0.963873553755974
left,0.8457653416936242
forward,1.1444239263861071
left,1.033627619549226
back,0.8575734936980641
back,1.129843182365102
cw,1.3013486949048516
cw,1.6582388670766222
back,0.8548624112106548
forward,1.0528867268435258
down,1.146612614601702
cw,1.6611902614827125
forward,0.9557963395356153
flip,2.1132256850126296
left,1.1175751841095651
left,0.9763091430034065
left,1.1294457369630215
back,1.1543373648531756
flip,1.8678481780962939
cw,1.4875521963902147
ccw,1.5736775969185552
forward,1.016835721445194
down,1.0827569819557419
forward,0.8290761283505886
ccw,1.5784238251108076
left,0.8821499067938771
ccw,1.6704371690369122
left,0.8876218854168151
cw,1.5362376249773548
right,1.188537369419314
left,0.9170047532565263
right,1.019168221221952
flip,1.9384450804495281
forward,1.1070898867809775
down,1.355155474648671
back,0.9061412248681263
back,1.010525130666475
left,0.9416741166224254
land,3
